15.539,16077.255
17.967,7396.399
20.395,3004.536
22.821,1324.374
25.246,347.656
27.671,217.914
30.094,-208.421
32.517,-439.793
34.939,-408.849
37.359,-292.906
39.779,-67.244
42.198,-305.335
44.616,-639.002
47.033,-751.430
49.449,-793.066
51.865,-916.300
54.279,-732.843
56.692,-524.374
59.105,-566.526
61.516,-586.337
63.927,-229.084
66.337,-267.693
68.746,-260.419
71.153,-160.043
73.560,-286.525
75.967,176.805
78.372,140.156
80.776,-133.259
83.179,-80.643
85.582,29.027
87.983,224.141
90.384,252.253
92.783,95.775
95.182,73.982
97.580,324.036
99.977,273.520
102.373,186.745
104.768,91.239
107.162,87.995
109.556,510.658
111.948,139.689
114.340,98.571
116.730,335.045
119.120,0.077
121.509,68.742
123.897,38.483
126.284,503.843
128.670,853.888
131.055,48.243
133.439,-158.014
135.823,661.140
138.205,719.924
140.587,-117.536
142.967,38.931
145.347,672.469
147.726,465.241
150.104,72.292
152.481,143.394
154.857,74.824
157.232,329.388
159.607,294.184
161.980,85.746
164.353,125.786
166.725,213.917
169.095,516.802
171.465,450.903
173.834,153.564
176.202,153.872
178.570,215.918
180.936,78.217
183.302,-33.496
185.666,820.417
188.030,1911.119
190.393,566.567
192.754,50.634
195.115,317.441
197.476,319.801
199.835,256.458
202.193,64.376
204.551,-76.434
206.907,308.543
209.263,669.060
211.618,200.894
213.971,-15.207
216.324,83.373
218.677,301.958
221.028,406.562
223.378,231.328
225.728,66.150
228.076,86.946
230.424,181.475
232.771,195.169
235.117,135.249
237.462,71.689
239.806,118.480
242.150,206.286
244.492,211.599
246.834,170.839
249.174,202.933
251.514,274.840
253.853,204.509
256.191,37.581
258.528,43.997
260.865,-40.651
263.200,219.616
265.535,371.108
267.868,40.040
270.201,166.058
272.533,202.553
274.864,84.431
277.194,123.771
279.524,286.265
281.852,170.902
284.180,115.712
286.506,94.502
288.832,164.095
291.157,345.616
293.481,225.966
295.805,201.585
298.127,98.663
300.449,0.428
302.769,192.643
305.089,235.806
307.408,315.805
309.726,183.597
312.043,-23.311
314.359,75.591
316.675,-1.038
318.990,77.170
321.303,32.786
323.616,20.209
325.928,370.742
328.239,52.066
330.550,-30.337
332.859,153.555
335.168,202.928
337.475,243.463
339.782,338.112
342.088,435.714
344.393,297.678
346.698,226.735
349.001,494.073
351.304,31.266
353.605,75.587
355.906,283.333
358.206,82.843
360.505,145.778
362.804,218.749
365.101,74.390
367.398,80.517
369.693,418.643
371.988,552.340
374.282,125.951
376.575,57.183
378.868,127.314
381.159,31.022
383.450,224.907
385.740,120.391
388.029,268.523
390.317,351.365
392.604,57.081
394.890,-13.704
397.176,-31.079
399.461,45.055
401.744,142.310
404.028,166.386
406.310,198.977
408.591,250.565
410.871,220.745
413.151,72.160
415.430,27.588
417.708,224.969
419.985,91.835
422.261,40.698
424.537,69.168
426.811,18.996
429.085,111.999
431.358,122.926
433.630,209.035
435.901,259.298
438.172,80.961
440.441,17.098
442.710,621.786
444.978,504.632
447.245,185.890
449.511,316.046
451.776,12.978
454.041,163.335
456.305,159.544
458.567,98.251
460.829,244.584
463.091,144.700
465.351,99.070
467.611,106.562
469.869,88.656
472.127,2.456
474.384,-21.620
476.640,391.711
478.896,391.294
481.150,112.653
483.404,86.967
485.657,105.679
487.909,30.641
490.160,193.583
492.411,293.135
494.660,96.722
496.909,15.327
499.157,164.934
501.404,211.703
503.650,73.360
505.896,-33.057
508.140,37.832
510.384,122.756
512.627,115.131
514.869,181.498
517.111,170.974
519.351,-23.657
521.591,337.182
523.830,168.906
526.068,65.530
528.305,344.537
530.542,193.950
532.777,125.567
535.012,220.744
537.246,136.808
539.479,128.125
541.711,424.690
543.943,114.290
546.174,84.132
548.403,149.559
550.633,14.021
552.861,19.454
555.088,175.085
557.315,121.235
559.541,-0.997
561.766,400.067
563.990,956.324
566.213,256.489
568.436,-36.602
570.657,30.456
572.878,32.111
575.099,106.568
577.318,148.397
579.536,132.414
581.754,311.162
583.971,288.523
586.187,-9.600
588.402,298.727
590.617,466.032
592.830,86.392
595.043,75.312
597.255,477.967
599.467,30.586
601.677,191.891
603.887,-28.681
606.095,363.399
608.303,1263.412
610.511,343.010
612.717,407.813
614.923,441.614
617.127,159.298
619.331,139.444
621.535,210.086
623.737,410.625
625.939,264.731
628.140,41.386
630.340,76.933
632.539,185.780
634.737,275.199
636.935,263.764
639.132,162.103
641.328,121.314
643.523,176.632
645.717,86.184
647.911,71.253
650.104,344.643
652.296,382.114
654.487,34.827
656.677,284.147
658.867,201.625
661.056,22.408
663.244,3.681
665.431,5.977
667.618,96.978
669.803,44.759
671.988,-21.679
674.172,51.741
676.356,163.602
678.538,136.396
680.720,102.155
682.901,75.669
685.081,123.743
687.260,170.866
689.439,125.547
691.617,304.495
693.794,203.071
695.970,199.567
698.145,334.915
700.320,95.960
702.494,63.675
704.667,240.969
706.839,206.103
709.011,108.611
711.182,95.912
713.352,-92.543
715.521,1410.533
717.689,1282.373
719.857,-4.721
722.023,252.550
724.189,269.220
726.355,376.266
728.519,332.534
730.683,285.741
732.846,352.829
735.008,117.730
737.169,12.528
739.330,38.592
741.490,19.062
743.649,53.779
745.807,240.786
747.964,150.423
750.121,64.206
752.277,159.048
754.432,526.743
756.587,868.106
758.740,419.625
760.893,81.929
763.045,55.981
765.196,58.023
767.347,243.073
769.497,783.841
771.645,359.870
773.794,-22.712
775.941,90.723
778.088,146.849
780.234,88.734
782.379,196.058
784.523,132.961
786.667,155.385
788.809,301.285
790.951,145.836
793.093,106.916
795.233,377.297
797.373,655.720
799.512,418.254
801.650,-128.812
803.787,100.978
805.924,591.700
808.060,500.339
810.195,305.042
812.330,512.705
814.463,398.166
816.596,203.073
818.728,81.981
820.859,196.605
822.990,364.727
825.120,255.910
827.249,273.589
829.377,158.649
831.505,22.577
833.631,167.483
835.757,382.121
837.883,179.018
840.007,292.735
842.131,269.001
844.254,121.352
846.376,176.282
848.497,7.794
850.618,76.100
852.738,102.461
854.857,82.853
856.976,181.670
859.093,234.603
861.210,172.510
863.326,49.002
865.442,20.410
867.556,114.155
869.670,256.877
871.783,410.487
873.896,222.332
876.007,-34.233
878.118,386.716
880.228,930.205
882.338,206.308
884.446,127.768
886.554,28.886
888.661,-6.282
890.768,247.117
892.873,122.672
894.978,109.256
897.082,86.789
899.186,86.484
901.289,50.529
903.390,-11.784
905.492,226.827
