15.539,6876.282
17.967,3653.167
20.395,2210.318
22.821,1687.941
25.246,1184.283
27.671,910.980
30.094,432.943
32.517,-53.441
34.939,-228.607
37.359,-203.408
39.779,-266.200
42.198,-115.280
44.616,-180.614
47.033,-363.087
49.449,-364.275
51.865,-398.430
54.279,-329.088
56.692,-240.411
59.105,-261.425
61.516,-288.035
63.927,-117.573
66.337,-126.854
68.746,-132.689
71.153,-57.998
73.560,-62.828
75.967,39.990
78.372,-28.594
80.776,-74.494
83.179,6.801
85.582,-22.384
87.983,5.714
90.384,72.210
92.783,60.773
95.182,12.471
97.580,72.016
99.977,83.816
102.373,42.596
104.768,26.189
107.162,75.449
109.556,124.573
111.948,20.961
114.340,3.851
116.730,66.691
119.120,18.527
121.509,-17.237
123.897,-10.089
126.284,60.518
128.670,90.872
131.055,-3.490
133.439,-26.564
135.823,80.451
138.205,52.899
140.587,-42.748
142.967,96.951
145.347,136.624
147.726,97.711
150.104,5.270
152.481,-47.490
154.857,48.612
157.232,17.639
159.607,36.753
161.980,45.513
164.353,-16.368
166.725,71.320
169.095,107.328
171.465,79.137
173.834,53.760
176.202,49.437
178.570,36.689
180.936,-18.090
183.302,65.104
185.666,188.994
188.030,146.588
190.393,103.153
192.754,113.541
195.115,77.894
197.476,96.297
199.835,204.334
202.193,28.468
204.551,1.499
206.907,92.950
209.263,82.964
211.618,19.532
213.971,19.652
216.324,14.839
218.677,55.590
221.028,95.643
223.378,22.648
225.728,59.572
228.076,65.132
230.424,43.423
232.771,30.050
235.117,-31.811
237.462,28.629
239.806,97.801
242.150,91.923
244.492,57.118
246.834,59.575
249.174,106.809
251.514,87.273
253.853,53.766
256.191,69.003
258.528,25.377
260.865,-13.036
263.200,20.670
265.535,41.456
267.868,0.502
270.201,33.661
272.533,77.905
274.864,24.669
277.194,-3.770
279.524,82.510
281.852,58.222
284.180,17.674
286.506,18.500
288.832,77.265
291.157,125.331
293.481,23.518
295.805,22.454
298.127,51.167
300.449,55.844
302.769,111.831
305.089,115.738
307.408,80.011
309.726,61.063
312.043,70.197
314.359,49.952
316.675,-27.500
318.990,44.871
321.303,84.133
323.616,29.612
325.928,69.979
328.239,69.724
330.550,94.320
332.859,62.636
335.168,23.056
337.475,113.460
339.782,95.727
342.088,148.754
344.393,139.685
346.698,49.514
349.001,115.137
351.304,109.249
353.605,58.985
355.906,53.672
358.206,68.898
360.505,36.894
362.804,29.959
365.101,64.960
367.398,63.834
369.693,52.636
371.988,100.970
374.282,9.570
376.575,26.081
378.868,25.363
381.159,-6.243
383.450,163.619
385.740,17.736
388.029,46.553
390.317,112.477
392.604,10.014
394.890,91.205
397.176,44.907
399.461,34.049
401.744,96.199
404.028,114.880
406.310,91.551
408.591,52.979
410.871,68.276
413.151,80.719
415.430,62.003
417.708,78.465
419.985,31.696
422.261,26.983
424.537,19.025
426.811,4.223
429.085,92.521
431.358,37.085
433.630,61.587
435.901,120.253
438.172,69.927
440.441,47.977
442.710,75.859
444.978,46.988
447.245,36.379
449.511,94.574
451.776,96.197
454.041,76.344
456.305,23.419
458.567,-7.080
460.829,33.348
463.091,76.896
465.351,46.379
467.611,69.463
469.869,83.452
472.127,25.340
474.384,15.755
476.640,44.433
478.896,99.185
481.150,112.426
483.404,70.965
485.657,59.276
487.909,83.742
490.160,79.545
492.411,58.834
494.660,26.902
496.909,-29.064
499.157,3.592
501.404,42.535
503.650,37.022
505.896,11.930
508.140,6.417
510.384,43.134
512.627,60.210
514.869,62.757
517.111,50.148
519.351,27.349
521.591,108.316
523.830,129.058
526.068,53.283
528.305,27.325
530.542,100.520
532.777,68.096
535.012,45.533
537.246,53.020
539.479,115.294
541.711,200.650
543.943,74.622
546.174,75.012
548.403,31.820
550.633,-21.243
552.861,115.527
